syd,did,wei,symptom,diagnose
176,322,1,hand numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
241,322,1,arm numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
242,322,3,leg numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
243,322,1,foot numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
244,322,1,face numbness (paresthesias),guillain barre syndrome:ascending muscle weakness
247,322,1,facial droop (weakness),guillain barre syndrome:ascending muscle weakness
270,322,1,difficulty breathing,guillain barre syndrome:ascending muscle weakness
69,428,1,numbness,limb ischemia:decreased blood flow
69,778,3,numbness,traumatic nerve injury
176,778,3,hand numbness (paresthesias),traumatic nerve injury
219,778,3,arm cut (laceration),traumatic nerve injury
220,778,3,hand cut (laceration),traumatic nerve injury
221,778,3,leg cut (laceration),traumatic nerve injury
222,778,3,foot cut (laceration),traumatic nerve injury
241,778,1,arm numbness (paresthesias),traumatic nerve injury
242,778,1,leg numbness (paresthesias),traumatic nerve injury
243,778,3,foot numbness (paresthesias),traumatic nerve injury
69,909,0,numbness,neurofibromatosis:inherited nerve tumors
87,909,1,seizure,neurofibromatosis:inherited nerve tumors
146,909,1,learning difficulties,neurofibromatosis:inherited nerve tumors
174,909,0,skin growths,neurofibromatosis:inherited nerve tumors
238,909,0,skin sores,neurofibromatosis:inherited nerve tumors
69,371,1,numbness,hypocalcemia:low blood calcium
87,371,0,seizure,hypocalcemia:low blood calcium
114,371,1,general weakness,hypocalcemia:low blood calcium
116,371,0,tired,hypocalcemia:low blood calcium
121,371,0,tremors,hypocalcemia:low blood calcium
171,371,2,muscle spasm,hypocalcemia:low blood calcium
69,989,2,numbness,raynaud's disease:blood vessel constriction
170,989,2,cyanosis (blue skin coloration),raynaud's disease:blood vessel constriction
176,989,2,hand numbness (paresthesias),raynaud's disease:blood vessel constriction
243,989,2,foot numbness (paresthesias),raynaud's disease:blood vessel constriction
69,1293,0,numbness,friedreich's ataxia:genetic disorder
88,1293,0,shortness of breath,friedreich's ataxia:genetic disorder
94,1293,0,speech problem,friedreich's ataxia:genetic disorder
104,1293,0,unsteady gait (trouble walking),friedreich's ataxia:genetic disorder
116,1293,0,tired,friedreich's ataxia:genetic disorder
121,1293,0,tremors,friedreich's ataxia:genetic disorder
123,1293,0,"weight loss, unexplained",friedreich's ataxia:genetic disorder
262,1293,0,chest pain,friedreich's ataxia:genetic disorder
69,1325,0,numbness,morton's neuroma
100,1325,0,toe pain,morton's neuroma
69,1255,1,numbness,focal seizure:partial seizure
87,1255,1,seizure,focal seizure:partial seizure
112,1255,1,visual problems,focal seizure:partial seizure
121,1255,1,tremors,focal seizure:partial seizure
197,1255,2,visual flashing lights,focal seizure:partial seizure
69,1315,1,numbness,lacunar stroke
94,1315,1,speech problem,lacunar stroke
104,1315,1,unsteady gait (trouble walking),lacunar stroke
112,1315,1,visual problems,lacunar stroke
115,1315,1,weakness (muscle localized),lacunar stroke
164,1315,1,loss of balance,lacunar stroke
244,1315,1,face numbness (paresthesias),lacunar stroke
247,1315,1,facial droop (weakness),lacunar stroke
70,199,1,obesity,cushing disease:excessive pituitary gland hormones
188,199,0,impotence,cushing disease:excessive pituitary gland hormones
206,199,0,darkening of the skin (hyperpigmentation),cushing disease:excessive pituitary gland hormones
212,199,1,increased facial hair,cushing disease:excessive pituitary gland hormones
304,199,0,high blood pressure,cushing disease:excessive pituitary gland hormones
306,199,0,high blood sugar,cushing disease:excessive pituitary gland hormones
282,199,0,excessive appetite,cushing disease:excessive pituitary gland hormones
70,590,0,obesity,"polycystic ovarian syndrome:pcos, female hormonal disorder"
105,590,1,vaginal bleeding,"polycystic ovarian syndrome:pcos, female hormonal disorder"
199,590,2,amenorrhea (no menstruation),"polycystic ovarian syndrome:pcos, female hormonal disorder"
206,590,2,darkening of the skin (hyperpigmentation),"polycystic ovarian syndrome:pcos, female hormonal disorder"
211,590,2,infertility (female),"polycystic ovarian syndrome:pcos, female hormonal disorder"
212,590,2,increased facial hair,"polycystic ovarian syndrome:pcos, female hormonal disorder"
306,590,0,high blood sugar,"polycystic ovarian syndrome:pcos, female hormonal disorder"
284,590,1,retaining fluid,"polycystic ovarian syndrome:pcos, female hormonal disorder"
70,727,2,obesity,steroid use
282,727,1,excessive appetite,steroid use
70,1461,0,obesity,turner syndrome:gonadal dysgenesis
112,1461,0,visual problems,turner syndrome:gonadal dysgenesis
112,1461,0,visual problems,turner syndrome:gonadal dysgenesis
146,1461,0,learning difficulties,turner syndrome:gonadal dysgenesis
199,1461,0,amenorrhea (no menstruation),turner syndrome:gonadal dysgenesis
211,1461,0,infertility (female),turner syndrome:gonadal dysgenesis
71,6,3,overdose,acetaminophen overdose:adverse reaction to acetaminophen
77,6,3,poisoning,acetaminophen overdose:adverse reaction to acetaminophen
149,6,3,liver failure (cirrhosis),acetaminophen overdose:adverse reaction to acetaminophen
153,6,3,ingestion,acetaminophen overdose:adverse reaction to acetaminophen
71,34,2,overdose,amphetamine overdose
77,34,2,poisoning,amphetamine overdose
153,34,2,ingestion,amphetamine overdose
165,34,1,bleeding in brain,amphetamine overdose
71,49,1,overdose,antidepressant overdose
77,49,1,poisoning,antidepressant overdose
153,49,3,ingestion,antidepressant overdose
71,64,3,overdose,aspirin:salicylates overdose
77,64,3,poisoning,aspirin:salicylates overdose
153,64,3,ingestion,aspirin:salicylates overdose
157,64,3,ringing in ears (tinnitus),aspirin:salicylates overdose
71,84,1,overdose,beta blocker overdose:blood pressure medication overdose
77,84,1,poisoning,beta blocker overdose:blood pressure medication overdose
153,84,1,ingestion,beta blocker overdose:blood pressure medication overdose
71,123,1,overdose,calcium channel blocker overdose:blood pressure medication overdose
77,123,1,poisoning,calcium channel blocker overdose:blood pressure medication overdose
153,123,1,ingestion,calcium channel blocker overdose:blood pressure medication overdose
71,176,2,overdose,cocaine overdose
77,176,2,poisoning,cocaine overdose
165,176,1,bleeding in brain,cocaine overdose
235,176,1,sweating,cocaine overdose
71,196,2,overdose,cough medicine abuse
71,223,1,overdose,unisom overdose:doxylamine overdose
77,223,1,poisoning,unisom overdose:doxylamine overdose
153,223,3,ingestion,unisom overdose:doxylamine overdose
71,217,2,overdose,benadryl:diphenhydramine overdose
77,217,2,poisoning,benadryl:diphenhydramine overdose
153,217,3,ingestion,benadryl:diphenhydramine overdose
192,217,1,hot skin,benadryl:diphenhydramine overdose
71,503,2,overdose,"narcotic:morphine, heroin overdose"
77,503,2,poisoning,"narcotic:morphine, heroin overdose"
153,503,3,ingestion,"narcotic:morphine, heroin overdose"
170,503,3,cyanosis (blue skin coloration),"narcotic:morphine, heroin overdose"
204,503,1,low blood sugar,"narcotic:morphine, heroin overdose"
72,160,0,painful urination,chlamydia trachomatis infection:std
75,160,2,penile discharge,chlamydia trachomatis infection:std
82,160,0,rectal pain,chlamydia trachomatis infection:std
108,160,2,vaginal discharge,chlamydia trachomatis infection:std
110,160,2,vaginal pain,chlamydia trachomatis infection:std
72,313,0,painful urination,genital herpes:hsv type 2 infection
76,313,2,penis pain,genital herpes:hsv type 2 infection
81,313,0,rash,genital herpes:hsv type 2 infection
108,313,0,vaginal discharge,genital herpes:hsv type 2 infection
110,313,2,vaginal pain,genital herpes:hsv type 2 infection
238,313,0,skin sores,genital herpes:hsv type 2 infection
73,50,2,heart pulsations and palpitations,anxiety
235,50,2,sweating,anxiety
291,50,0,agitated,anxiety
304,50,1,high blood pressure,anxiety
73,129,3,heart pulsations and palpitations,cardiac arrhythmia:abnormal heart rate
111,129,3,vertigo (room spinning),cardiac arrhythmia:abnormal heart rate
73,541,2,heart pulsations and palpitations,overdose
87,541,3,seizure,overdose
116,541,2,tired,overdose
73,467,0,heart pulsations and palpitations,methamphetamine abuse
73,924,2,heart pulsations and palpitations,coronary artery anomaly:heart artery malformation
128,924,1,inconsolable baby,coronary artery anomaly:heart artery malformation
129,924,1,wheezing (noisy breathing),coronary artery anomaly:heart artery malformation
170,924,2,cyanosis (blue skin coloration),coronary artery anomaly:heart artery malformation
73,52,0,heart pulsations and palpitations,aortic valve stenosis:tight heart valve
189,52,0,heart murmur (abnormal heart sound),aortic valve stenosis:tight heart valve
205,52,0,low blood pressure,aortic valve stenosis:tight heart valve
262,52,0,chest pain,aortic valve stenosis:tight heart valve
73,1519,1,heart pulsations and palpitations,cardiomegaly:enlarged heart
88,1519,1,shortness of breath,cardiomegaly:enlarged heart
116,1519,1,tired,cardiomegaly:enlarged heart
214,1519,1,calf swelling,cardiomegaly:enlarged heart
74,353,1,pelvic pain,herpes vulvovaginitis:viral infection of the vagina:herpesviral vulvovaginitis
74,472,2,pelvic pain,mittelschmerz:ovulation pain
74,607,1,pelvic pain,primary dysmenorrhea:painful menstruation
74,685,,pelvic pain,secondary dysmenorrhea:painful menstruation
74,784,0,pelvic pain,tubo ovarian abscess:pelvic abscess
75,490,0,penile discharge,mycoplasma genitalium:sexually transmitted disease
75,791,0,penile discharge,ureaplasma urealyticum infection:genital infection
75,79,,penile discharge,balanitis:penis swelling
76,79,1,penis pain,balanitis:penis swelling
281,79,2,penis inflammation or swelling,balanitis:penis swelling
76,558,0,penis pain,penis carcinoma:tumor
281,558,0,penis inflammation or swelling,penis carcinoma:tumor
76,603,2,penis pain,priapism:persistent erection
281,603,0,penis inflammation or swelling,priapism:persistent erection
76,1337,0,penis pain,paraphimosis
188,1337,0,impotence,paraphimosis
281,1337,0,penis inflammation or swelling,paraphimosis
76,1259,0,penis pain,peyronie's disease:abnormal curvature of the penis
188,1259,0,impotence,peyronie's disease:abnormal curvature of the penis
77,161,0,poisoning,chlorine bleach ingestion
153,161,2,ingestion,chlorine bleach ingestion
77,400,1,poisoning,iron overdose
153,400,2,ingestion,iron overdose
77,669,0,poisoning,rubbing:isopropyl alcohol overdose
153,669,1,ingestion,rubbing:isopropyl alcohol overdose
77,416,1,poisoning,lead overdose:lead poisoning
153,416,2,ingestion,lead overdose:lead poisoning
77,570,1,poisoning,pesticide poisoning:organophosphate poisoning
153,570,1,ingestion,pesticide poisoning:organophosphate poisoning
172,570,1,drooling,pesticide poisoning:organophosphate poisoning
77,640,1,poisoning,radiator fluid:ethylene glycol poisoning
153,640,1,ingestion,radiator fluid:ethylene glycol poisoning
77,837,1,poisoning,windshield wiper fluid:methanol poisoning
153,837,1,ingestion,windshield wiper fluid:methanol poisoning
77,48,3,poisoning,anticholinergic drug overdose
148,48,1,urinary retention (inability to urinate),anticholinergic drug overdose
153,48,2,ingestion,anticholinergic drug overdose
192,48,1,hot skin,anticholinergic drug overdose
226,48,1,hand redness,anticholinergic drug overdose
227,48,1,foot redness,anticholinergic drug overdose
228,48,1,arm redness,anticholinergic drug overdose
229,48,1,leg redness,anticholinergic drug overdose
78,15,0,pregnancy problem,acute fatty liver of pregnancy
149,15,1,liver failure (cirrhosis),acute fatty liver of pregnancy
78,315,1,pregnancy problem,gestational diabetes:diabetes during pregnancy
249,315,1,increased thirst,gestational diabetes:diabetes during pregnancy
250,315,1,increased urination (polyuria),gestational diabetes:diabetes during pregnancy
306,315,0,high blood sugar,gestational diabetes:diabetes during pregnancy
282,315,0,excessive appetite,gestational diabetes:diabetes during pregnancy
277,315,0,unusual color or odor of urine,gestational diabetes:diabetes during pregnancy
78,316,1,pregnancy problem,gestational hypertension:high blood pressure in pregnancy
304,316,0,high blood pressure,gestational hypertension:high blood pressure in pregnancy
78,473,0,pregnancy problem,"molar pregnancy:gestational trophoblastic disease, pregnancy-related tumor"
107,473,0,vaginal bleeding during pregnancy,"molar pregnancy:gestational trophoblastic disease, pregnancy-related tumor"
78,342,2,pregnancy problem,hemorrhage of pregnancy:vaginal bleeding during pregnancy
78,396,0,pregnancy problem,intrahepatic cholestasis of pregnancy:liver disorder in pregnancy
139,396,0,itchy rash (pruritic rash),intrahepatic cholestasis of pregnancy:liver disorder in pregnancy
78,772,1,pregnancy problem,preeclampsia:toxemia of pregnancy
304,772,1,high blood pressure,preeclampsia:toxemia of pregnancy
79,117,2,psychiatric problem,"bulimia nervosa:binge eating, vomiting"
123,117,2,"weight loss, unexplained","bulimia nervosa:binge eating, vomiting"
136,117,2,behavioral problem,"bulimia nervosa:binge eating, vomiting"
199,117,2,amenorrhea (no menstruation),"bulimia nervosa:binge eating, vomiting"
211,117,2,infertility (female),"bulimia nervosa:binge eating, vomiting"
282,117,0,excessive appetite,"bulimia nervosa:binge eating, vomiting"
79,303,0,psychiatric problem,functional disorders:psychogenic illness
136,303,0,behavioral problem,functional disorders:psychogenic illness
239,303,2,chest burning,functional disorders:psychogenic illness
79,398,,psychiatric problem,intravenous drug abuse:ivda
79,485,0,psychiatric problem,munchausen syndrome:fabricated illness
79,486,1,psychiatric problem,munchausen syndrome by proxy:fabricated illness in a dependent
79,605,1,psychiatric problem,insomnia:difficulty sleeping
79,615,0,psychiatric problem,puerperal psychosis:loss of contact with reality after birth
79,683,0,psychiatric problem,seasonal affective disorder:intermittent seasonal depression
79,686,3,psychiatric problem,self-inflicted injury
79,739,3,psychiatric problem,suicide
79,604,2,psychiatric problem,primary affective disorder:depression
79,614,0,psychiatric problem,puerperal depression:depression after giving birth
80,622,,puncture wound,puncture wound of ankle
80,623,,puncture wound,puncture wound of arm
219,623,2,arm cut (laceration),puncture wound of arm
80,624,,puncture wound,puncture wound of ear
80,625,,puncture wound,puncture wound of eyelid
80,628,2,puncture wound,puncture wound of foot
196,628,2,foot swelling,puncture wound of foot
222,628,2,foot cut (laceration),puncture wound of foot
80,629,2,puncture wound,puncture wound of hand
220,629,2,hand cut (laceration),puncture wound of hand
80,630,,puncture wound,puncture wound of knee
80,631,,puncture wound,"puncture wound, leg:puncture wound of leg"
221,631,2,leg cut (laceration),"puncture wound, leg:puncture wound of leg"
80,632,,puncture wound,puncture wound of lip
80,633,,puncture wound,puncture wound of mouth
80,634,,puncture wound,puncture wound of scalp
80,635,2,puncture wound,puncture wound of skin
